study_id	trait	study_locus_id	region	chromosome	position	gene_id	gene_symbol	l2g_score
GCST90018961	LDL cholesterol	c4b822fc24d1e4d23a2d5b919c13ca05		3	32485726	ENSG00000091317	CMTM6	0.8336046934127808
GCST90018961	LDL cholesterol	adb3cf0aa4107a0ee9419dfaa3c58800		12	111730205	ENSG00000111271	ACAD10	0.7376888990402222
GCST90018961	LDL cholesterol	adb3cf0aa4107a0ee9419dfaa3c58800		12	111730205	ENSG00000111275	ALDH2	0.10231300443410873
GCST90018961	LDL cholesterol	adb3cf0aa4107a0ee9419dfaa3c58800		12	111730205	ENSG00000089234	BRAP	0.10145552456378937
GCST90018961	LDL cholesterol	5fb00855a6a8f19fa4322ded3047a6e5		6	135090090	ENSG00000112339	HBS1L	0.834228515625
GCST90018961	LDL cholesterol	5fb00855a6a8f19fa4322ded3047a6e5		6	135090090	ENSG00000118513	MYB	0.07591482996940613
GCST90018961	LDL cholesterol	5fb00855a6a8f19fa4322ded3047a6e5		6	135090090	ENSG00000118514	ALDH8A1	0.06397756934165955
GCST90018961	LDL cholesterol	4335a6364a9bfaa734932fabe9c965a3		19	11091518	ENSG00000130164	LDLR	0.8085923790931702
GCST90018961	LDL cholesterol	ca0d062ccc1e05cf09e81ecd9c9597fb		17	29308385	ENSG00000108256	NUFIP2	0.7576673626899719
GCST90018961	LDL cholesterol	ca0d062ccc1e05cf09e81ecd9c9597fb		17	29308385	ENSG00000108255	CRYBA1	0.06232627481222153
GCST90018961	LDL cholesterol	496ca21dbc093f11b51e96ddecd5cf68		2	157608337	ENSG00000123612	ACVR1C	0.8253684043884277
GCST90018961	LDL cholesterol	e7c92b02f2457e83d51dfcfb84124ced		9	22081851	ENSG00000147883	CDKN2B	0.659356415271759
GCST90018961	LDL cholesterol	e7c92b02f2457e83d51dfcfb84124ced		9	22081851	ENSG00000147889	CDKN2A	0.1983286738395691
GCST90018961	LDL cholesterol	0988f36657aa8d95b558bd442f4c8d21		2	28033964	ENSG00000158019	BABAM2	0.7672123908996582
GCST90018961	LDL cholesterol	0988f36657aa8d95b558bd442f4c8d21		2	28033964	ENSG00000171174	RBKS	0.6088659763336182
GCST90018961	LDL cholesterol	0988f36657aa8d95b558bd442f4c8d21		2	28033964	ENSG00000243147	MRPL33	0.07776562124490738
GCST90018961	LDL cholesterol	0988f36657aa8d95b558bd442f4c8d21		2	28033964	ENSG00000221843	SPATA31H1	0.062493935227394104
GCST90018961	LDL cholesterol	e047e273c642e337722d1e6c9a22a623		17	78391282	ENSG00000087157	PGS1	0.7679793834686279
GCST90018961	LDL cholesterol	f6a46823a94715de7baaf30ca6f269fe		1	109274968	ENSG00000134243	SORT1	0.9849106669425964
GCST90018961	LDL cholesterol	f6a46823a94715de7baaf30ca6f269fe		1	109274968	ENSG00000143126	CELSR2	0.9374198317527771
GCST90018961	LDL cholesterol	f6a46823a94715de7baaf30ca6f269fe		1	109274968	ENSG00000134222	PSRC1	0.6282046437263489
GCST90018961	LDL cholesterol	185a9fb94d12a20997085ab4d54608ef		19	48702888	ENSG00000176920	FUT2	0.8349640965461731
GCST90018961	LDL cholesterol	185a9fb94d12a20997085ab4d54608ef		19	48702888	ENSG00000105538	RASIP1	0.08305217325687408
GCST90018961	LDL cholesterol	185a9fb94d12a20997085ab4d54608ef		19	48702888	ENSG00000176909	MAMSTR	0.05997377634048462
GCST90018961	LDL cholesterol	36d7ed41b6d2f1d0702e46955602fcf7		X	2952970	ENSG00000157399	ARSL	0.9259074926376343
GCST90018961	LDL cholesterol	36d7ed41b6d2f1d0702e46955602fcf7		X	2952970	ENSG00000006756	ARSD	0.1596008688211441
GCST90018961	LDL cholesterol	36d7ed41b6d2f1d0702e46955602fcf7		X	2952970	ENSG00000205667	ARSH	0.08578646928071976
GCST90018961	LDL cholesterol	a74e50ba9e6269aeb528118c7fd624e3		20	44413724	ENSG00000101076	HNF4A	0.9096454977989197
GCST90018961	LDL cholesterol	bf09341815ed188d5188d540c1d62933		4	3468249	ENSG00000175920	DOK7	0.8596519231796265
GCST90018961	LDL cholesterol	bf1f7b35f778e9c9271862f8c12e10bb		11	5679844	ENSG00000132256	TRIM5	0.7200782895088196
GCST90018961	LDL cholesterol	bf1f7b35f778e9c9271862f8c12e10bb		11	5679844	ENSG00000132274	TRIM22	0.05597348138689995
GCST90018961	LDL cholesterol	3f04977344f45d1b9055ca4dd3397c72		19	18223633	ENSG00000105650	PDE4C	0.42061296105384827
GCST90018961	LDL cholesterol	3f04977344f45d1b9055ca4dd3397c72		19	18223633	ENSG00000216490	IFI30	0.16719408333301544
GCST90018961	LDL cholesterol	3f04977344f45d1b9055ca4dd3397c72		19	18223633	ENSG00000254858	MPV17L2	0.08598119765520096
GCST90018961	LDL cholesterol	be0092989cce73bf6ab542ae3064a01f		17	7667762	ENSG00000141510	TP53	0.05451159551739693
GCST90018961	LDL cholesterol	b6a61f54a17f415e5699755fa6946255		20	64278167	ENSG00000203880	PCMTD2	0.19000627100467682
GCST90018961	LDL cholesterol	bc4f416ddc766c2a4fc11c7188b6a70a		17	31385360	ENSG00000126861	OMG	0.23979833722114563
GCST90018961	LDL cholesterol	bc4f416ddc766c2a4fc11c7188b6a70a		17	31385360	ENSG00000196712	NF1	0.1780809909105301
GCST90018961	LDL cholesterol	bc4f416ddc766c2a4fc11c7188b6a70a		17	31385360	ENSG00000131242	RAB11FIP4	0.12879829108715057
GCST90018961	LDL cholesterol	bc4f416ddc766c2a4fc11c7188b6a70a		17	31385360	ENSG00000126860	EVI2A	0.08877594769001007
GCST90018961	LDL cholesterol	bc4f416ddc766c2a4fc11c7188b6a70a		17	31385360	ENSG00000185862	EVI2B	0.05198616907000542
GCST90018961	LDL cholesterol	9e5c3146e60d963355b2b47505e5292d		8	125487789	ENSG00000173334	TRIB1	0.6623505353927612
GCST90018961	LDL cholesterol	ff8ff24405413d98a14f55bbc506f21d		20	17864040	ENSG00000125871	MGME1	0.4385699927806854
GCST90018961	LDL cholesterol	ff8ff24405413d98a14f55bbc506f21d		20	17864040	ENSG00000089006	SNX5	0.11326463520526886
GCST90018961	LDL cholesterol	90183e55ac920e2d645046009294e062		8	6707055	ENSG00000155189	AGPAT5	0.7812193036079407
GCST90018961	LDL cholesterol	75bf5d67048a8c29dba717c08ba592e2		13	32402503	ENSG00000139597	N4BP2L1	0.8334364891052246
GCST90018961	LDL cholesterol	0dd2c856dbe29bb83732459c6e1ec406		8	18415790	ENSG00000156006	NAT2	0.5686109662055969
GCST90018961	LDL cholesterol	0dd2c856dbe29bb83732459c6e1ec406		8	18415790	ENSG00000078674	PCM1	0.08026731759309769
GCST90018961	LDL cholesterol	0dd2c856dbe29bb83732459c6e1ec406		8	18415790	ENSG00000171428	NAT1	0.07970263808965683
GCST90018961	LDL cholesterol	0dd2c856dbe29bb83732459c6e1ec406		8	18415790	ENSG00000156011	PSD3	0.07322114706039429
GCST90018961	LDL cholesterol	87355bc285d9947a715a90146f9eb401		4	99687642	ENSG00000145331	TRMT10A	0.193113312125206
GCST90018961	LDL cholesterol	87355bc285d9947a715a90146f9eb401		4	99687642	ENSG00000248713	C4orf54	0.11232473701238632
GCST90018961	LDL cholesterol	87355bc285d9947a715a90146f9eb401		4	99687642	ENSG00000138823	MTTP	0.08429897576570511
GCST90018961	LDL cholesterol	87355bc285d9947a715a90146f9eb401		4	99687642	ENSG00000138813	C4orf17	0.0802597850561142
GCST90018961	LDL cholesterol	55d84a79d486a9de9b90aa3bd6411b5f		12	112927816	ENSG00000111331	OAS3	0.8213890194892883
GCST90018961	LDL cholesterol	55d84a79d486a9de9b90aa3bd6411b5f		12	112927816	ENSG00000089127	OAS1	0.1350736916065216
GCST90018961	LDL cholesterol	55d84a79d486a9de9b90aa3bd6411b5f		12	112927816	ENSG00000111335	OAS2	0.05207512155175209
GCST90018961	LDL cholesterol	0924445b52bda92d8910b468dd68be30		2	168974667	ENSG00000073734	ABCB11	0.8175626397132874
GCST90018961	LDL cholesterol	e79bd6e89169275e8c07c936f792db85		2	134880474	ENSG00000153086	ACMSD	0.42790719866752625
GCST90018961	LDL cholesterol	e79bd6e89169275e8c07c936f792db85		2	134880474	ENSG00000082258	CCNT2	0.3148099184036255
GCST90018961	LDL cholesterol	f4e2b7d0725ba5451710545b110d8b15		10	72932888	ENSG00000138315	OIT3	0.550258994102478
GCST90018961	LDL cholesterol	f4e2b7d0725ba5451710545b110d8b15		10	72932888	ENSG00000138308	PLA2G12B	0.0726424902677536
GCST90018961	LDL cholesterol	5ee25b40c0a2e8233bcc22943ebd18af		20	40551182	ENSG00000204103	MAFB	0.34168702363967896
GCST90018961	LDL cholesterol	a4b971b6029335bf934aac905ee03271		12	40139535	ENSG00000151229	SLC2A13	0.7741327285766602
GCST90018961	LDL cholesterol	a4b971b6029335bf934aac905ee03271		12	40139535	ENSG00000188906	LRRK2	0.3482005000114441
GCST90018961	LDL cholesterol	a4b971b6029335bf934aac905ee03271		12	40139535	ENSG00000180116	REDIC1	0.11727012693881989
GCST90018961	LDL cholesterol	3778165a189c76a4e7ed993401eda8d4		8	115647005	ENSG00000104447	TRPS1	0.9056639075279236
GCST90018961	LDL cholesterol	4a0871553f70df467d566f846012d8eb		17	47552040	ENSG00000141279	NPEPPS	0.8144538402557373
GCST90018961	LDL cholesterol	ab73757479bc35e9db69f87c594e1961		8	9325848	ENSG00000173281	PPP1R3B	0.5229524374008179
GCST90018961	LDL cholesterol	ab73757479bc35e9db69f87c594e1961		8	9325848	ENSG00000173273	TNKS	0.15800262987613678
GCST90018961	LDL cholesterol	54aae1a2066375e095f57c864ad4f6be		2	203184117	ENSG00000138380	CARF	0.23872292041778564
GCST90018961	LDL cholesterol	54aae1a2066375e095f57c864ad4f6be		2	203184117	ENSG00000138442	WDR12	0.18327011168003082
GCST90018961	LDL cholesterol	54aae1a2066375e095f57c864ad4f6be		2	203184117	ENSG00000119004	CYP20A1	0.09941107779741287
GCST90018961	LDL cholesterol	54aae1a2066375e095f57c864ad4f6be		2	203184117	ENSG00000144426	NBEAL1	0.07249454408884048
GCST90018961	LDL cholesterol	a5a5b0cd9646c3415b6538c9e0677f29		2	202663256	ENSG00000138439	FAM117B	0.8113431930541992
GCST90018961	LDL cholesterol	a5174ac88b3ac91b3eb5f5bbcfecf8b2		2	27508073	ENSG00000084734	GCKR	0.6205639839172363
GCST90018961	LDL cholesterol	89292a057bb2a197177917b2c8b6021b		22	35301619	ENSG00000100284	TOM1	0.48790857195854187
GCST90018961	LDL cholesterol	89292a057bb2a197177917b2c8b6021b		22	35301619	ENSG00000100281	HMGXB4	0.3932339549064636
GCST90018961	LDL cholesterol	c0fc11b6e0de60c4f963f7081ad40569		X	20301235	ENSG00000177189	RPS6KA3	0.7626694440841675
GCST90018961	LDL cholesterol	79c86b6d1fa47251dde6a9ccbb2e58b8		6	130073521	ENSG00000198945	L3MBTL3	0.7637657523155212
GCST90018961	LDL cholesterol	49cdacac122d5c473649ac1d91d6d414		8	29167426	ENSG00000197892	KIF13B	0.9186599254608154
GCST90018961	LDL cholesterol	15487b5cee233d949686872f8d41ff59		15	49396776	ENSG00000166262	FAM227B	0.5517593622207642
GCST90018961	LDL cholesterol	15487b5cee233d949686872f8d41ff59		15	49396776	ENSG00000140285	FGF7	0.14463956654071808
GCST90018961	LDL cholesterol	e433eee119b3e5a50383a8d655506c7d		19	49513502	ENSG00000104870	FCGRT	0.5332826972007751
GCST90018961	LDL cholesterol	e433eee119b3e5a50383a8d655506c7d		19	49513502	ENSG00000142534	RPS11	0.12267952412366867
GCST90018961	LDL cholesterol	3c73d293cfd46fc91190d8d74e66e582		10	93079885	ENSG00000095596	CYP26A1	0.5051472187042236
GCST90018961	LDL cholesterol	3c73d293cfd46fc91190d8d74e66e582		10	93079885	ENSG00000187553	CYP26C1	0.3237529695034027
GCST90018961	LDL cholesterol	fe19189cadd987545cecd25569009d69		17	28367840	ENSG00000109072	VTN	0.9552904367446899
GCST90018961	LDL cholesterol	fe19189cadd987545cecd25569009d69		17	28367840	ENSG00000004139	SARM1	0.2708874046802521
GCST90018961	LDL cholesterol	fe19189cadd987545cecd25569009d69		17	28367840	ENSG00000244045	VMA12	0.26974791288375854
GCST90018961	LDL cholesterol	fe19189cadd987545cecd25569009d69		17	28367840	ENSG00000274529	SEBOX	0.05181186646223068
GCST90018961	LDL cholesterol	a328c8e1b96c246b305f855fa4d791bf		15	58389334	ENSG00000166035	LIPC	0.8228188753128052
GCST90018961	LDL cholesterol	fa2e17741d4dca1020bb8fdf87bf5b22		7	100619150	ENSG00000106327	TFR2	0.1452692151069641
GCST90018961	LDL cholesterol	fa2e17741d4dca1020bb8fdf87bf5b22		7	100619150	ENSG00000106330	MOSPD3	0.10064136236906052
GCST90018961	LDL cholesterol	fa2e17741d4dca1020bb8fdf87bf5b22		7	100619150	ENSG00000077080	ACTL6B	0.08555933088064194
GCST90018961	LDL cholesterol	6286525d1de347dce87ba4445f0e20f3		12	57256816	ENSG00000185482	STAC3	0.07312316447496414
GCST90018961	LDL cholesterol	6286525d1de347dce87ba4445f0e20f3		12	57256816	ENSG00000175189	INHBC	0.07163997739553452
GCST90018961	LDL cholesterol	c5f3ef872e2012179004ff884fb01b57		16	83947360	ENSG00000140961	OSGIN1	0.8144545555114746
GCST90018961	LDL cholesterol	c5f3ef872e2012179004ff884fb01b57		16	83947360	ENSG00000103154	NECAB2	0.05677863955497742
GCST90018961	LDL cholesterol	c8ec49cb7109feeb129e99eb8f6c5774		2	20516662	ENSG00000143878	RHOB	0.12425645440816879
GCST90018961	LDL cholesterol	5793d0cad92d29eb91e3ede6fb7dd20d		16	70966695	ENSG00000157423	HYDIN	0.4841918349266052
GCST90018961	LDL cholesterol	5793d0cad92d29eb91e3ede6fb7dd20d		16	70966695	ENSG00000103043	VAC14	0.4340490996837616
GCST90018961	LDL cholesterol	a74b29dbe7b297ba620682cb7c52841f		16	71549956	ENSG00000198650	TAT	0.09430322796106339
GCST90018961	LDL cholesterol	a74b29dbe7b297ba620682cb7c52841f		16	71549956	ENSG00000140835	CHST4	0.09112881124019623
GCST90018961	LDL cholesterol	1158d2c18caaf4814cbffe03271973fe		1	220796686	ENSG00000186205	MTARC1	0.938687264919281
GCST90018961	LDL cholesterol	554a4cc89dca7348da0c16b5729265be		10	73585171	ENSG00000166348	USP54	0.5226137638092041
GCST90018961	LDL cholesterol	039e01171c0480e2e2d95db3a9a23929		9	104899461	ENSG00000165029	ABCA1	0.8596519231796265
GCST90018961	LDL cholesterol	d47d72ddc616dd46f9bba29a502f745d		5	132456710	ENSG00000125347	IRF1	0.16372337937355042
GCST90018961	LDL cholesterol	d47d72ddc616dd46f9bba29a502f745d		5	132456710	ENSG00000197375	SLC22A5	0.1374126672744751
GCST90018961	LDL cholesterol	d47d72ddc616dd46f9bba29a502f745d		5	132456710	ENSG00000113525	IL5	0.06786851584911346
GCST90018961	LDL cholesterol	3adcc79fc8c97a0c32b2841661dd7069		20	41256541	ENSG00000174306	ZHX3	0.7408969402313232
GCST90018961	LDL cholesterol	3adcc79fc8c97a0c32b2841661dd7069		20	41256541	ENSG00000124181	PLCG1	0.5328068137168884
GCST90018961	LDL cholesterol	3adcc79fc8c97a0c32b2841661dd7069		20	41256541	ENSG00000183798	EMILIN3	0.06942348182201385
GCST90018961	LDL cholesterol	3adcc79fc8c97a0c32b2841661dd7069		20	41256541	ENSG00000132793	LPIN3	0.06260915100574493
GCST90018961	LDL cholesterol	3adcc79fc8c97a0c32b2841661dd7069		20	41256541	ENSG00000198900	TOP1	0.05272325873374939
GCST90018961	LDL cholesterol	a19d9ba76c01d2b2b22059e73c0c170d		15	74814378	ENSG00000140506	LMAN1L	0.5187987685203552
GCST90018961	LDL cholesterol	4b1f790422e7e7b7f2225e8b59a4ac2a		2	3588888	ENSG00000118004	COLEC11	0.8192380666732788
GCST90018961	LDL cholesterol	4b1f790422e7e7b7f2225e8b59a4ac2a		2	3588888	ENSG00000171863	RPS7	0.16165977716445923
GCST90018961	LDL cholesterol	c72c68532e0c28629265a04dd0ea194b		9	2640759	ENSG00000147852	VLDLR	0.8589045405387878
GCST90018961	LDL cholesterol	1a362a5a14a6e69b53c7caddee9d69c3		12	111191585	ENSG00000111249	CUX2	0.7220048904418945
GCST90018961	LDL cholesterol	1a362a5a14a6e69b53c7caddee9d69c3		12	111191585	ENSG00000198324	PHETA1	0.07202839851379395
GCST90018961	LDL cholesterol	8323804731aef422111bd55a45dd05dc		19	10524252	ENSG00000180739	S1PR5	0.3935686945915222
GCST90018961	LDL cholesterol	8323804731aef422111bd55a45dd05dc		19	10524252	ENSG00000130734	ATG4D	0.055363308638334274
GCST90018961	LDL cholesterol	8323804731aef422111bd55a45dd05dc		19	10524252	ENSG00000079999	KEAP1	0.051043760031461716
GCST90018961	LDL cholesterol	2a4cd68b74608d61b191fdbdec84f249		9	133266456	ENSG00000175164	ABO	0.4641793370246887
GCST002898	LDL cholesterol	d817599a2a956158a38f5a60bf19001d		6	16127176	ENSG00000007944	MYLIP	0.8574616312980652
GCST002898	LDL cholesterol	0f35c37ed7240c3565d0af95310019d5		3	12282731	ENSG00000132170	PPARG	0.931219220161438
GCST002898	LDL cholesterol	0f35c37ed7240c3565d0af95310019d5		3	12282731	ENSG00000157150	TIMP4	0.05252910405397415
GCST002898	LDL cholesterol	5b699cf48f30d40b5f3d45ab19540f99		19	58170494	ENSG00000181894	ZNF329	0.07789275795221329
GCST002898	LDL cholesterol	5b699cf48f30d40b5f3d45ab19540f99		19	58170494	ENSG00000171606	ZNF274	0.05486781895160675
GCST002898	LDL cholesterol	3fd12d8600496defecc2569af6d25e20		11	116778201	ENSG00000109917	ZPR1	0.8292325735092163
GCST002898	LDL cholesterol	3fd12d8600496defecc2569af6d25e20		11	116778201	ENSG00000110243	APOA5	0.5601332187652588
GCST002898	LDL cholesterol	3fd12d8600496defecc2569af6d25e20		11	116778201	ENSG00000137656	BUD13	0.2653423249721527
GCST002898	LDL cholesterol	1551d31fcce2f2d4c2a11df35ea88119		2	43852171	ENSG00000143921	ABCG8	0.906140923500061
GCST002898	LDL cholesterol	1551d31fcce2f2d4c2a11df35ea88119		2	43852171	ENSG00000138075	ABCG5	0.3747468590736389
GCST002898	LDL cholesterol	63151dbc18820f93a9ae65dce01057b8		5	75343434	ENSG00000113161	HMGCR	0.8503607511520386
GCST002898	LDL cholesterol	91180be363a1e0605390edb7119324b8		8	143989244	ENSG00000178685	PARP10	0.293383926153183
GCST002898	LDL cholesterol	91180be363a1e0605390edb7119324b8		8	143989244	ENSG00000178719	GRINA	0.2693861126899719
GCST002898	LDL cholesterol	91180be363a1e0605390edb7119324b8		8	143989244	ENSG00000261150	EPPK1	0.2576245367527008
GCST002898	LDL cholesterol	91180be363a1e0605390edb7119324b8		8	143989244	ENSG00000178209	PLEC	0.09025156497955322
GCST002898	LDL cholesterol	f7db481400e03242a84bf973d511d06a		16	72018449	ENSG00000102967	DHODH	0.7397406101226807
GCST002898	LDL cholesterol	f7db481400e03242a84bf973d511d06a		16	72018449	ENSG00000261701	HPR	0.1787920594215393
GCST002898	LDL cholesterol	c028d61e5a3cfb19b348d76e5f1f570c		1	55039974	ENSG00000169174	PCSK9	0.9535644054412842
GCST002898	LDL cholesterol	85f1c117490182b648625a97ab8721ee		19	44909976	ENSG00000130203	APOE	0.9031973481178284
GCST002898	LDL cholesterol	85f1c117490182b648625a97ab8721ee		19	44909976	ENSG00000130208	APOC1	0.18779706954956055
GCST002898	LDL cholesterol	d3040368e2a4ddcb2549cc557d1deea5		16	56956804	ENSG00000087237	CETP	0.8864784240722656
GCST002898	LDL cholesterol	736c729c063c1284214faee8a27c31a7		5	157052312	ENSG00000113249	HAVCR1	0.8241413235664368
GCST002898	LDL cholesterol	736c729c063c1284214faee8a27c31a7		5	157052312	ENSG00000145850	TIMD4	0.11605577170848846
GCST002898	LDL cholesterol	5112ba79ee6c2e03b29af7f724ac5164		7	21559135	ENSG00000105877	DNAH11	0.8434327244758606
GCST002898	LDL cholesterol	5112ba79ee6c2e03b29af7f724ac5164		7	21559135	ENSG00000164649	CDCA7L	0.05581135302782059
GCST002898	LDL cholesterol	86a355f040c006e4a98f52608c3a29b6		4	74219015	ENSG00000163738	MTHFD2L	0.1427709013223648
GCST002898	LDL cholesterol	86a355f040c006e4a98f52608c3a29b6		4	74219015	ENSG00000182585	EPGN	0.10509683936834335
GCST002898	LDL cholesterol	df0ea29d7e82707a35cb5bc156b9cf60		7	44541277	ENSG00000015520	NPC1L1	0.8855805993080139
GCST002898	LDL cholesterol	cd087e0368c6a159146db55d898058c4		1	234722850	ENSG00000168264	IRF2BP2	0.24325203895568848
GCST002898	LDL cholesterol	cd087e0368c6a159146db55d898058c4		1	234722850	ENSG00000059588	TARBP1	0.09933306276798248
GCST002898	LDL cholesterol	cb6b2a0745a218309f66e9b2a1c5012a		2	21063185	ENSG00000084674	APOB	0.8177641034126282
GCST002898	LDL cholesterol	cb6b2a0745a218309f66e9b2a1c5012a		2	21063185	ENSG00000218819	TDRD15	0.0778418481349945
GCST002898	LDL cholesterol	bad1ef534a450b4b87ae6c01b991c453		17	69085137	ENSG00000154262	ABCA6	0.8971921801567078
GCST002898	LDL cholesterol	35ccc73ccb908735b10fec190401d446		11	126375060	ENSG00000110080	ST3GAL4	0.8375216722488403
GCST002898	LDL cholesterol	c4abc56ed7953932f31c59053aede4c1		6	160690668	ENSG00000122194	PLG	0.8315788507461548
GCST002898	LDL cholesterol	c4abc56ed7953932f31c59053aede4c1		6	160690668	ENSG00000198670	LPA	0.2103390246629715
GCST002898	LDL cholesterol	a4de1204f43cd15ad1e5e901ded50ebc		1	62612551	ENSG00000132855	ANGPTL3	0.5177901983261108
GCST002898	LDL cholesterol	a4de1204f43cd15ad1e5e901ded50ebc		1	62612551	ENSG00000116641	DOCK7	0.38438960909843445
GCST002898	LDL cholesterol	a4de1204f43cd15ad1e5e901ded50ebc		1	62612551	ENSG00000162607	USP1	0.14647334814071655
GCST002898	LDL cholesterol	09bff33d0809249434c37f970d3eca0b		1	26958422	ENSG00000175707	KDF1	0.4602945148944855
GCST002898	LDL cholesterol	09bff33d0809249434c37f970d3eca0b		1	26958422	ENSG00000204160	ZDHHC18	0.20424968004226685
GCST002898	LDL cholesterol	09bff33d0809249434c37f970d3eca0b		1	26958422	ENSG00000060642	PIGV	0.05040135607123375
GCST002898	LDL cholesterol	3aeee7674add4216ecd10e7b4be2af0a		1	25420739	ENSG00000188672	RHCE	0.7377726435661316
GCST002898	LDL cholesterol	3aeee7674add4216ecd10e7b4be2af0a		1	25420739	ENSG00000204178	MACO1	0.30638590455055237
GCST002898	LDL cholesterol	3aeee7674add4216ecd10e7b4be2af0a		1	25420739	ENSG00000183726	TMEM50A	0.06278368085622787
GCST002898	LDL cholesterol	0d622bf1de6c37ac42ead59eb206f561		8	58479765	ENSG00000167910	CYP7A1	0.6958730816841125
GCST002898	LDL cholesterol	0d622bf1de6c37ac42ead59eb206f561		8	58479765	ENSG00000137575	SDCBP	0.2145056426525116
GCST002898	LDL cholesterol	0d622bf1de6c37ac42ead59eb206f561		8	58479765	ENSG00000215114	UBXN2B	0.14597102999687195
GCST002898	LDL cholesterol	70a5896b51b08eae29ac2fe0ddd9c907		19	19349732	ENSG00000129933	MAU2	0.2703850269317627
GCST002898	LDL cholesterol	70a5896b51b08eae29ac2fe0ddd9c907		19	19349732	ENSG00000213996	TM6SF2	0.09617002308368683
GCST002898	LDL cholesterol	70a5896b51b08eae29ac2fe0ddd9c907		19	19349732	ENSG00000105705	SUGP1	0.06177013739943504
GCST002898	LDL cholesterol	f810c8bb3d3a9fcce98dfa6a291d3b51		17	7176997	ENSG00000141505	ASGR1	0.9469936490058899
GCST002898	LDL cholesterol	f810c8bb3d3a9fcce98dfa6a291d3b51		17	7176997	ENSG00000161944	ASGR2	0.6322223544120789
GCST002898	LDL cholesterol	eaaf418013819264210b8baa565d9260		1	109275908	ENSG00000134243	SORT1	0.9837841987609863
GCST002898	LDL cholesterol	eaaf418013819264210b8baa565d9260		1	109275908	ENSG00000143126	CELSR2	0.8900065422058105
GCST002898	LDL cholesterol	eaaf418013819264210b8baa565d9260		1	109275908	ENSG00000134222	PSRC1	0.6469106674194336
GCST002898	LDL cholesterol	04f077858694ac121ce3c12defd3fc9a		8	125494452	ENSG00000173334	TRIB1	0.631100594997406
GCST002898	LDL cholesterol	e61d378a5be9cf37c59559df0d5b8a1c		20	17863324	ENSG00000125871	MGME1	0.4385699927806854
GCST002898	LDL cholesterol	e61d378a5be9cf37c59559df0d5b8a1c		20	17863324	ENSG00000089006	SNX5	0.11326463520526886
GCST002898	LDL cholesterol	ba487940ff4dbcd00f1da76d8daa87e0		20	40551182	ENSG00000204103	MAFB	0.31074419617652893
GCST002898	LDL cholesterol	c624bb48f32c2c0dca75a302e73621cb		11	61806212	ENSG00000149485	FADS1	0.4455624222755432
GCST002898	LDL cholesterol	c624bb48f32c2c0dca75a302e73621cb		11	61806212	ENSG00000134825	TMEM258	0.423885703086853
GCST002898	LDL cholesterol	c624bb48f32c2c0dca75a302e73621cb		11	61806212	ENSG00000134824	FADS2	0.36354508996009827
GCST002898	LDL cholesterol	c624bb48f32c2c0dca75a302e73621cb		11	61806212	ENSG00000168496	FEN1	0.10928446054458618
GCST002898	LDL cholesterol	c624bb48f32c2c0dca75a302e73621cb		11	61806212	ENSG00000124920	MYRF	0.09109912067651749
GCST002898	LDL cholesterol	328cbf8176d82f6d0ea437dbb3c9773b		17	47347749	ENSG00000178852	EFCAB13	0.5500942468643188
GCST002898	LDL cholesterol	328cbf8176d82f6d0ea437dbb3c9773b		17	47347749	ENSG00000141279	NPEPPS	0.1495087891817093
GCST002898	LDL cholesterol	328cbf8176d82f6d0ea437dbb3c9773b		17	47347749	ENSG00000108424	KPNB1	0.0591370053589344
GCST002898	LDL cholesterol	dbbe896ef22c6f842a5281015936ad8d		2	202943809	ENSG00000138380	CARF	0.8020403385162354
GCST002898	LDL cholesterol	dbbe896ef22c6f842a5281015936ad8d		2	202943809	ENSG00000138442	WDR12	0.4160064160823822
GCST002898	LDL cholesterol	dbbe896ef22c6f842a5281015936ad8d		2	202943809	ENSG00000163596	ICA1L	0.2710999846458435
GCST002898	LDL cholesterol	dbbe896ef22c6f842a5281015936ad8d		2	202943809	ENSG00000144426	NBEAL1	0.1496645212173462
GCST002898	LDL cholesterol	55fc9baeb63d7f0451ae93833857c8cd		8	9323885	ENSG00000173281	PPP1R3B	0.5240888595581055
GCST002898	LDL cholesterol	55fc9baeb63d7f0451ae93833857c8cd		8	9323885	ENSG00000173273	TNKS	0.15800262987613678
GCST002898	LDL cholesterol	b1808bae84e666964d81e80267ca255e		19	11078223	ENSG00000130164	LDLR	0.6173229813575745
GCST002898	LDL cholesterol	e084473ccb668404b73bc9be87d94630		9	133271182	ENSG00000175164	ABO	0.7332566380500793
